val\COCO_val2014_000000000133.jpg	maps\val\COCO_val2014_000000000133.png
val\COCO_val2014_000000118450.jpg	maps\val\COCO_val2014_000000118450.png
val\COCO_val2014_000000118542.jpg	maps\val\COCO_val2014_000000118542.png
val\COCO_val2014_000000118911.jpg	maps\val\COCO_val2014_000000118911.png
val\COCO_val2014_000000119120.jpg	maps\val\COCO_val2014_000000119120.png
val\COCO_val2014_000000119192.jpg	maps\val\COCO_val2014_000000119192.png
val\COCO_val2014_000000119402.jpg	maps\val\COCO_val2014_000000119402.png
val\COCO_val2014_000000119414.jpg	maps\val\COCO_val2014_000000119414.png
val\COCO_val2014_000000119452.jpg	maps\val\COCO_val2014_000000119452.png
val\COCO_val2014_000000119581.jpg	maps\val\COCO_val2014_000000119581.png
val\COCO_val2014_000000119641.jpg	maps\val\COCO_val2014_000000119641.png
val\COCO_val2014_000000119939.jpg	maps\val\COCO_val2014_000000119939.png
val\COCO_val2014_000000120021.jpg	maps\val\COCO_val2014_000000120021.png
val\COCO_val2014_000000120340.jpg	maps\val\COCO_val2014_000000120340.png
val\COCO_val2014_000000120356.jpg	maps\val\COCO_val2014_000000120356.png
val\COCO_val2014_000000120411.jpg	maps\val\COCO_val2014_000000120411.png
val\COCO_val2014_000000120420.jpg	maps\val\COCO_val2014_000000120420.png
val\COCO_val2014_000000120632.jpg	maps\val\COCO_val2014_000000120632.png
val\COCO_val2014_000000120745.jpg	maps\val\COCO_val2014_000000120745.png
val\COCO_val2014_000000120776.jpg	maps\val\COCO_val2014_000000120776.png
val\COCO_val2014_000000120792.jpg	maps\val\COCO_val2014_000000120792.png
val\COCO_val2014_000000121123.jpg	maps\val\COCO_val2014_000000121123.png
val\COCO_val2014_000000121157.jpg	maps\val\COCO_val2014_000000121157.png
val\COCO_val2014_000000121442.jpg	maps\val\COCO_val2014_000000121442.png
val\COCO_val2014_000000121632.jpg	maps\val\COCO_val2014_000000121632.png
val\COCO_val2014_000000121788.jpg	maps\val\COCO_val2014_000000121788.png
val\COCO_val2014_000000121826.jpg	maps\val\COCO_val2014_000000121826.png
val\COCO_val2014_000000121904.jpg	maps\val\COCO_val2014_000000121904.png
val\COCO_val2014_000000121989.jpg	maps\val\COCO_val2014_000000121989.png
val\COCO_val2014_000000122166.jpg	maps\val\COCO_val2014_000000122166.png
val\COCO_val2014_000000122354.jpg	maps\val\COCO_val2014_000000122354.png
val\COCO_val2014_000000122467.jpg	maps\val\COCO_val2014_000000122467.png
val\COCO_val2014_000000122588.jpg	maps\val\COCO_val2014_000000122588.png
val\COCO_val2014_000000122839.jpg	maps\val\COCO_val2014_000000122839.png
val\COCO_val2014_000000122953.jpg	maps\val\COCO_val2014_000000122953.png
val\COCO_val2014_000000122982.jpg	maps\val\COCO_val2014_000000122982.png
val\COCO_val2014_000000123360.jpg	maps\val\COCO_val2014_000000123360.png
val\COCO_val2014_000000123480.jpg	maps\val\COCO_val2014_000000123480.png
val\COCO_val2014_000000123580.jpg	maps\val\COCO_val2014_000000123580.png
val\COCO_val2014_000000123622.jpg	maps\val\COCO_val2014_000000123622.png
val\COCO_val2014_000000123633.jpg	maps\val\COCO_val2014_000000123633.png
val\COCO_val2014_000000123642.jpg	maps\val\COCO_val2014_000000123642.png
val\COCO_val2014_000000123677.jpg	maps\val\COCO_val2014_000000123677.png
val\COCO_val2014_000000123867.jpg	maps\val\COCO_val2014_000000123867.png
val\COCO_val2014_000000124004.jpg	maps\val\COCO_val2014_000000124004.png
val\COCO_val2014_000000124601.jpg	maps\val\COCO_val2014_000000124601.png
val\COCO_val2014_000000124659.jpg	maps\val\COCO_val2014_000000124659.png
val\COCO_val2014_000000124712.jpg	maps\val\COCO_val2014_000000124712.png
val\COCO_val2014_000000124995.jpg	maps\val\COCO_val2014_000000124995.png
val\COCO_val2014_000000125071.jpg	maps\val\COCO_val2014_000000125071.png
val\COCO_val2014_000000125228.jpg	maps\val\COCO_val2014_000000125228.png
val\COCO_val2014_000000125617.jpg	maps\val\COCO_val2014_000000125617.png
val\COCO_val2014_000000125755.jpg	maps\val\COCO_val2014_000000125755.png
val\COCO_val2014_000000125778.jpg	maps\val\COCO_val2014_000000125778.png
val\COCO_val2014_000000125909.jpg	maps\val\COCO_val2014_000000125909.png
val\COCO_val2014_000000126107.jpg	maps\val\COCO_val2014_000000126107.png
val\COCO_val2014_000000126163.jpg	maps\val\COCO_val2014_000000126163.png
val\COCO_val2014_000000126226.jpg	maps\val\COCO_val2014_000000126226.png
val\COCO_val2014_000000126340.jpg	maps\val\COCO_val2014_000000126340.png
val\COCO_val2014_000000126631.jpg	maps\val\COCO_val2014_000000126631.png
val\COCO_val2014_000000126744.jpg	maps\val\COCO_val2014_000000126744.png
val\COCO_val2014_000000127092.jpg	maps\val\COCO_val2014_000000127092.png
val\COCO_val2014_000000127129.jpg	maps\val\COCO_val2014_000000127129.png
val\COCO_val2014_000000127141.jpg	maps\val\COCO_val2014_000000127141.png
val\COCO_val2014_000000127313.jpg	maps\val\COCO_val2014_000000127313.png
val\COCO_val2014_000000127535.jpg	maps\val\COCO_val2014_000000127535.png
val\COCO_val2014_000000127659.jpg	maps\val\COCO_val2014_000000127659.png
val\COCO_val2014_000000127668.jpg	maps\val\COCO_val2014_000000127668.png
val\COCO_val2014_000000127702.jpg	maps\val\COCO_val2014_000000127702.png
val\COCO_val2014_000000127865.jpg	maps\val\COCO_val2014_000000127865.png
val\COCO_val2014_000000128014.jpg	maps\val\COCO_val2014_000000128014.png
val\COCO_val2014_000000128059.jpg	maps\val\COCO_val2014_000000128059.png
val\COCO_val2014_000000128180.jpg	maps\val\COCO_val2014_000000128180.png
val\COCO_val2014_000000128201.jpg	maps\val\COCO_val2014_000000128201.png
val\COCO_val2014_000000128224.jpg	maps\val\COCO_val2014_000000128224.png
val\COCO_val2014_000000128515.jpg	maps\val\COCO_val2014_000000128515.png
val\COCO_val2014_000000128602.jpg	maps\val\COCO_val2014_000000128602.png
val\COCO_val2014_000000128675.jpg	maps\val\COCO_val2014_000000128675.png
val\COCO_val2014_000000128849.jpg	maps\val\COCO_val2014_000000128849.png
val\COCO_val2014_000000129062.jpg	maps\val\COCO_val2014_000000129062.png
val\COCO_val2014_000000129100.jpg	maps\val\COCO_val2014_000000129100.png
val\COCO_val2014_000000129285.jpg	maps\val\COCO_val2014_000000129285.png
val\COCO_val2014_000000129492.jpg	maps\val\COCO_val2014_000000129492.png
val\COCO_val2014_000000129502.jpg	maps\val\COCO_val2014_000000129502.png
val\COCO_val2014_000000129571.jpg	maps\val\COCO_val2014_000000129571.png
val\COCO_val2014_000000129756.jpg	maps\val\COCO_val2014_000000129756.png
val\COCO_val2014_000000129786.jpg	maps\val\COCO_val2014_000000129786.png
val\COCO_val2014_000000129832.jpg	maps\val\COCO_val2014_000000129832.png
val\COCO_val2014_000000129862.jpg	maps\val\COCO_val2014_000000129862.png
val\COCO_val2014_000000129864.jpg	maps\val\COCO_val2014_000000129864.png
val\COCO_val2014_000000129886.jpg	maps\val\COCO_val2014_000000129886.png
val\COCO_val2014_000000129897.jpg	maps\val\COCO_val2014_000000129897.png
val\COCO_val2014_000000130030.jpg	maps\val\COCO_val2014_000000130030.png
val\COCO_val2014_000000130043.jpg	maps\val\COCO_val2014_000000130043.png
val\COCO_val2014_000000130456.jpg	maps\val\COCO_val2014_000000130456.png
val\COCO_val2014_000000130524.jpg	maps\val\COCO_val2014_000000130524.png
val\COCO_val2014_000000130528.jpg	maps\val\COCO_val2014_000000130528.png
val\COCO_val2014_000000130826.jpg	maps\val\COCO_val2014_000000130826.png
val\COCO_val2014_000000131018.jpg	maps\val\COCO_val2014_000000131018.png
val\COCO_val2014_000000131063.jpg	maps\val\COCO_val2014_000000131063.png
val\COCO_val2014_000000131131.jpg	maps\val\COCO_val2014_000000131131.png
val\COCO_val2014_000000131138.jpg	maps\val\COCO_val2014_000000131138.png
val\COCO_val2014_000000131282.jpg	maps\val\COCO_val2014_000000131282.png
val\COCO_val2014_000000131416.jpg	maps\val\COCO_val2014_000000131416.png
val\COCO_val2014_000000131581.jpg	maps\val\COCO_val2014_000000131581.png
val\COCO_val2014_000000131597.jpg	maps\val\COCO_val2014_000000131597.png
val\COCO_val2014_000000131627.jpg	maps\val\COCO_val2014_000000131627.png
val\COCO_val2014_000000131714.jpg	maps\val\COCO_val2014_000000131714.png
val\COCO_val2014_000000131743.jpg	maps\val\COCO_val2014_000000131743.png
val\COCO_val2014_000000132189.jpg	maps\val\COCO_val2014_000000132189.png
val\COCO_val2014_000000132272.jpg	maps\val\COCO_val2014_000000132272.png
val\COCO_val2014_000000132362.jpg	maps\val\COCO_val2014_000000132362.png
val\COCO_val2014_000000132375.jpg	maps\val\COCO_val2014_000000132375.png
val\COCO_val2014_000000132612.jpg	maps\val\COCO_val2014_000000132612.png
val\COCO_val2014_000000133050.jpg	maps\val\COCO_val2014_000000133050.png
val\COCO_val2014_000000133146.jpg	maps\val\COCO_val2014_000000133146.png
val\COCO_val2014_000000133291.jpg	maps\val\COCO_val2014_000000133291.png
val\COCO_val2014_000000133327.jpg	maps\val\COCO_val2014_000000133327.png
val\COCO_val2014_000000133476.jpg	maps\val\COCO_val2014_000000133476.png
val\COCO_val2014_000000133515.jpg	maps\val\COCO_val2014_000000133515.png
val\COCO_val2014_000000133648.jpg	maps\val\COCO_val2014_000000133648.png
val\COCO_val2014_000000133933.jpg	maps\val\COCO_val2014_000000133933.png
val\COCO_val2014_000000133963.jpg	maps\val\COCO_val2014_000000133963.png
val\COCO_val2014_000000134016.jpg	maps\val\COCO_val2014_000000134016.png
val\COCO_val2014_000000134096.jpg	maps\val\COCO_val2014_000000134096.png
val\COCO_val2014_000000134133.jpg	maps\val\COCO_val2014_000000134133.png
val\COCO_val2014_000000134160.jpg	maps\val\COCO_val2014_000000134160.png
val\COCO_val2014_000000134223.jpg	maps\val\COCO_val2014_000000134223.png
val\COCO_val2014_000000134322.jpg	maps\val\COCO_val2014_000000134322.png
val\COCO_val2014_000000134366.jpg	maps\val\COCO_val2014_000000134366.png
val\COCO_val2014_000000134574.jpg	maps\val\COCO_val2014_000000134574.png
val\COCO_val2014_000000134657.jpg	maps\val\COCO_val2014_000000134657.png
val\COCO_val2014_000000134688.jpg	maps\val\COCO_val2014_000000134688.png
val\COCO_val2014_000000134703.jpg	maps\val\COCO_val2014_000000134703.png
val\COCO_val2014_000000134815.jpg	maps\val\COCO_val2014_000000134815.png
val\COCO_val2014_000000134856.jpg	maps\val\COCO_val2014_000000134856.png
val\COCO_val2014_000000134886.jpg	maps\val\COCO_val2014_000000134886.png
val\COCO_val2014_000000135029.jpg	maps\val\COCO_val2014_000000135029.png
val\COCO_val2014_000000135139.jpg	maps\val\COCO_val2014_000000135139.png
val\COCO_val2014_000000135155.jpg	maps\val\COCO_val2014_000000135155.png
val\COCO_val2014_000000135356.jpg	maps\val\COCO_val2014_000000135356.png
val\COCO_val2014_000000135399.jpg	maps\val\COCO_val2014_000000135399.png
val\COCO_val2014_000000135436.jpg	maps\val\COCO_val2014_000000135436.png
val\COCO_val2014_000000135561.jpg	maps\val\COCO_val2014_000000135561.png
val\COCO_val2014_000000135566.jpg	maps\val\COCO_val2014_000000135566.png
val\COCO_val2014_000000135579.jpg	maps\val\COCO_val2014_000000135579.png
val\COCO_val2014_000000135666.jpg	maps\val\COCO_val2014_000000135666.png
val\COCO_val2014_000000135748.jpg	maps\val\COCO_val2014_000000135748.png
val\COCO_val2014_000000135914.jpg	maps\val\COCO_val2014_000000135914.png
val\COCO_val2014_000000135975.jpg	maps\val\COCO_val2014_000000135975.png
val\COCO_val2014_000000135976.jpg	maps\val\COCO_val2014_000000135976.png
val\COCO_val2014_000000136008.jpg	maps\val\COCO_val2014_000000136008.png
val\COCO_val2014_000000136227.jpg	maps\val\COCO_val2014_000000136227.png
val\COCO_val2014_000000136720.jpg	maps\val\COCO_val2014_000000136720.png
val\COCO_val2014_000000136938.jpg	maps\val\COCO_val2014_000000136938.png
val\COCO_val2014_000000137118.jpg	maps\val\COCO_val2014_000000137118.png
val\COCO_val2014_000000137265.jpg	maps\val\COCO_val2014_000000137265.png
val\COCO_val2014_000000137271.jpg	maps\val\COCO_val2014_000000137271.png
val\COCO_val2014_000000137297.jpg	maps\val\COCO_val2014_000000137297.png
val\COCO_val2014_000000137412.jpg	maps\val\COCO_val2014_000000137412.png
val\COCO_val2014_000000137475.jpg	maps\val\COCO_val2014_000000137475.png
val\COCO_val2014_000000137595.jpg	maps\val\COCO_val2014_000000137595.png
val\COCO_val2014_000000137622.jpg	maps\val\COCO_val2014_000000137622.png
val\COCO_val2014_000000137809.jpg	maps\val\COCO_val2014_000000137809.png
val\COCO_val2014_000000137826.jpg	maps\val\COCO_val2014_000000137826.png
val\COCO_val2014_000000137961.jpg	maps\val\COCO_val2014_000000137961.png
val\COCO_val2014_000000138054.jpg	maps\val\COCO_val2014_000000138054.png
val\COCO_val2014_000000138382.jpg	maps\val\COCO_val2014_000000138382.png
val\COCO_val2014_000000138549.jpg	maps\val\COCO_val2014_000000138549.png
val\COCO_val2014_000000138601.jpg	maps\val\COCO_val2014_000000138601.png
val\COCO_val2014_000000138639.jpg	maps\val\COCO_val2014_000000138639.png
val\COCO_val2014_000000138704.jpg	maps\val\COCO_val2014_000000138704.png
val\COCO_val2014_000000138821.jpg	maps\val\COCO_val2014_000000138821.png
val\COCO_val2014_000000138975.jpg	maps\val\COCO_val2014_000000138975.png
val\COCO_val2014_000000139306.jpg	maps\val\COCO_val2014_000000139306.png
val\COCO_val2014_000000139428.jpg	maps\val\COCO_val2014_000000139428.png
val\COCO_val2014_000000139457.jpg	maps\val\COCO_val2014_000000139457.png
val\COCO_val2014_000000139512.jpg	maps\val\COCO_val2014_000000139512.png
val\COCO_val2014_000000139721.jpg	maps\val\COCO_val2014_000000139721.png
val\COCO_val2014_000000139740.jpg	maps\val\COCO_val2014_000000139740.png
val\COCO_val2014_000000139856.jpg	maps\val\COCO_val2014_000000139856.png
val\COCO_val2014_000000139872.jpg	maps\val\COCO_val2014_000000139872.png
val\COCO_val2014_000000140006.jpg	maps\val\COCO_val2014_000000140006.png
val\COCO_val2014_000000140017.jpg	maps\val\COCO_val2014_000000140017.png
val\COCO_val2014_000000140122.jpg	maps\val\COCO_val2014_000000140122.png
val\COCO_val2014_000000140203.jpg	maps\val\COCO_val2014_000000140203.png
val\COCO_val2014_000000140231.jpg	maps\val\COCO_val2014_000000140231.png
val\COCO_val2014_000000140487.jpg	maps\val\COCO_val2014_000000140487.png
val\COCO_val2014_000000140490.jpg	maps\val\COCO_val2014_000000140490.png
val\COCO_val2014_000000140783.jpg	maps\val\COCO_val2014_000000140783.png
val\COCO_val2014_000000140963.jpg	maps\val\COCO_val2014_000000140963.png
val\COCO_val2014_000000141108.jpg	maps\val\COCO_val2014_000000141108.png
val\COCO_val2014_000000141158.jpg	maps\val\COCO_val2014_000000141158.png
val\COCO_val2014_000000141163.jpg	maps\val\COCO_val2014_000000141163.png
val\COCO_val2014_000000141328.jpg	maps\val\COCO_val2014_000000141328.png
val\COCO_val2014_000000141779.jpg	maps\val\COCO_val2014_000000141779.png
val\COCO_val2014_000000141821.jpg	maps\val\COCO_val2014_000000141821.png
val\COCO_val2014_000000141946.jpg	maps\val\COCO_val2014_000000141946.png
val\COCO_val2014_000000142177.jpg	maps\val\COCO_val2014_000000142177.png
val\COCO_val2014_000000142240.jpg	maps\val\COCO_val2014_000000142240.png
val\COCO_val2014_000000142248.jpg	maps\val\COCO_val2014_000000142248.png
val\COCO_val2014_000000142249.jpg	maps\val\COCO_val2014_000000142249.png
val\COCO_val2014_000000142324.jpg	maps\val\COCO_val2014_000000142324.png
val\COCO_val2014_000000142454.jpg	maps\val\COCO_val2014_000000142454.png
val\COCO_val2014_000000142472.jpg	maps\val\COCO_val2014_000000142472.png
val\COCO_val2014_000000142665.jpg	maps\val\COCO_val2014_000000142665.png
val\COCO_val2014_000000142718.jpg	maps\val\COCO_val2014_000000142718.png
val\COCO_val2014_000000142742.jpg	maps\val\COCO_val2014_000000142742.png
val\COCO_val2014_000000142826.jpg	maps\val\COCO_val2014_000000142826.png
val\COCO_val2014_000000142879.jpg	maps\val\COCO_val2014_000000142879.png
val\COCO_val2014_000000142890.jpg	maps\val\COCO_val2014_000000142890.png
val\COCO_val2014_000000143224.jpg	maps\val\COCO_val2014_000000143224.png
val\COCO_val2014_000000143275.jpg	maps\val\COCO_val2014_000000143275.png
val\COCO_val2014_000000143320.jpg	maps\val\COCO_val2014_000000143320.png
val\COCO_val2014_000000143516.jpg	maps\val\COCO_val2014_000000143516.png
val\COCO_val2014_000000143526.jpg	maps\val\COCO_val2014_000000143526.png
val\COCO_val2014_000000143859.jpg	maps\val\COCO_val2014_000000143859.png
val\COCO_val2014_000000143931.jpg	maps\val\COCO_val2014_000000143931.png
val\COCO_val2014_000000144228.jpg	maps\val\COCO_val2014_000000144228.png
val\COCO_val2014_000000144373.jpg	maps\val\COCO_val2014_000000144373.png
val\COCO_val2014_000000144379.jpg	maps\val\COCO_val2014_000000144379.png
val\COCO_val2014_000000144438.jpg	maps\val\COCO_val2014_000000144438.png
val\COCO_val2014_000000144562.jpg	maps\val\COCO_val2014_000000144562.png
val\COCO_val2014_000000144706.jpg	maps\val\COCO_val2014_000000144706.png
val\COCO_val2014_000000144863.jpg	maps\val\COCO_val2014_000000144863.png
val\COCO_val2014_000000144870.jpg	maps\val\COCO_val2014_000000144870.png
val\COCO_val2014_000000144874.jpg	maps\val\COCO_val2014_000000144874.png
val\COCO_val2014_000000144878.jpg	maps\val\COCO_val2014_000000144878.png
val\COCO_val2014_000000144938.jpg	maps\val\COCO_val2014_000000144938.png
val\COCO_val2014_000000145214.jpg	maps\val\COCO_val2014_000000145214.png
val\COCO_val2014_000000145295.jpg	maps\val\COCO_val2014_000000145295.png
val\COCO_val2014_000000145318.jpg	maps\val\COCO_val2014_000000145318.png
val\COCO_val2014_000000145512.jpg	maps\val\COCO_val2014_000000145512.png
val\COCO_val2014_000000145562.jpg	maps\val\COCO_val2014_000000145562.png
val\COCO_val2014_000000145597.jpg	maps\val\COCO_val2014_000000145597.png
val\COCO_val2014_000000145746.jpg	maps\val\COCO_val2014_000000145746.png
val\COCO_val2014_000000145824.jpg	maps\val\COCO_val2014_000000145824.png
val\COCO_val2014_000000146078.jpg	maps\val\COCO_val2014_000000146078.png
val\COCO_val2014_000000146120.jpg	maps\val\COCO_val2014_000000146120.png
val\COCO_val2014_000000146127.jpg	maps\val\COCO_val2014_000000146127.png
val\COCO_val2014_000000146457.jpg	maps\val\COCO_val2014_000000146457.png
val\COCO_val2014_000000146489.jpg	maps\val\COCO_val2014_000000146489.png
val\COCO_val2014_000000146570.jpg	maps\val\COCO_val2014_000000146570.png
val\COCO_val2014_000000147042.jpg	maps\val\COCO_val2014_000000147042.png
val\COCO_val2014_000000147058.jpg	maps\val\COCO_val2014_000000147058.png
val\COCO_val2014_000000147415.jpg	maps\val\COCO_val2014_000000147415.png
val\COCO_val2014_000000147545.jpg	maps\val\COCO_val2014_000000147545.png
val\COCO_val2014_000000147546.jpg	maps\val\COCO_val2014_000000147546.png
val\COCO_val2014_000000147576.jpg	maps\val\COCO_val2014_000000147576.png
val\COCO_val2014_000000147736.jpg	maps\val\COCO_val2014_000000147736.png
val\COCO_val2014_000000147740.jpg	maps\val\COCO_val2014_000000147740.png
val\COCO_val2014_000000147904.jpg	maps\val\COCO_val2014_000000147904.png
val\COCO_val2014_000000148067.jpg	maps\val\COCO_val2014_000000148067.png
val\COCO_val2014_000000148193.jpg	maps\val\COCO_val2014_000000148193.png
val\COCO_val2014_000000148329.jpg	maps\val\COCO_val2014_000000148329.png
val\COCO_val2014_000000148392.jpg	maps\val\COCO_val2014_000000148392.png
val\COCO_val2014_000000148444.jpg	maps\val\COCO_val2014_000000148444.png
val\COCO_val2014_000000148549.jpg	maps\val\COCO_val2014_000000148549.png
val\COCO_val2014_000000148665.jpg	maps\val\COCO_val2014_000000148665.png
val\COCO_val2014_000000148719.jpg	maps\val\COCO_val2014_000000148719.png
val\COCO_val2014_000000148898.jpg	maps\val\COCO_val2014_000000148898.png
val\COCO_val2014_000000149284.jpg	maps\val\COCO_val2014_000000149284.png
val\COCO_val2014_000000149500.jpg	maps\val\COCO_val2014_000000149500.png
val\COCO_val2014_000000149676.jpg	maps\val\COCO_val2014_000000149676.png
val\COCO_val2014_000000149783.jpg	maps\val\COCO_val2014_000000149783.png
val\COCO_val2014_000000150235.jpg	maps\val\COCO_val2014_000000150235.png
val\COCO_val2014_000000150320.jpg	maps\val\COCO_val2014_000000150320.png
val\COCO_val2014_000000150358.jpg	maps\val\COCO_val2014_000000150358.png
val\COCO_val2014_000000150417.jpg	maps\val\COCO_val2014_000000150417.png
val\COCO_val2014_000000150599.jpg	maps\val\COCO_val2014_000000150599.png
val\COCO_val2014_000000150639.jpg	maps\val\COCO_val2014_000000150639.png
val\COCO_val2014_000000150686.jpg	maps\val\COCO_val2014_000000150686.png
val\COCO_val2014_000000150703.jpg	maps\val\COCO_val2014_000000150703.png
val\COCO_val2014_000000150986.jpg	maps\val\COCO_val2014_000000150986.png
val\COCO_val2014_000000151084.jpg	maps\val\COCO_val2014_000000151084.png
val\COCO_val2014_000000151141.jpg	maps\val\COCO_val2014_000000151141.png
val\COCO_val2014_000000151480.jpg	maps\val\COCO_val2014_000000151480.png
val\COCO_val2014_000000151521.jpg	maps\val\COCO_val2014_000000151521.png
val\COCO_val2014_000000151742.jpg	maps\val\COCO_val2014_000000151742.png
val\COCO_val2014_000000151988.jpg	maps\val\COCO_val2014_000000151988.png
val\COCO_val2014_000000152103.jpg	maps\val\COCO_val2014_000000152103.png
val\COCO_val2014_000000152245.jpg	maps\val\COCO_val2014_000000152245.png
val\COCO_val2014_000000152340.jpg	maps\val\COCO_val2014_000000152340.png
val\COCO_val2014_000000152499.jpg	maps\val\COCO_val2014_000000152499.png
val\COCO_val2014_000000152525.jpg	maps\val\COCO_val2014_000000152525.png
val\COCO_val2014_000000152598.jpg	maps\val\COCO_val2014_000000152598.png
val\COCO_val2014_000000152609.jpg	maps\val\COCO_val2014_000000152609.png
val\COCO_val2014_000000152751.jpg	maps\val\COCO_val2014_000000152751.png
val\COCO_val2014_000000152808.jpg	maps\val\COCO_val2014_000000152808.png
val\COCO_val2014_000000152962.jpg	maps\val\COCO_val2014_000000152962.png
val\COCO_val2014_000000153011.jpg	maps\val\COCO_val2014_000000153011.png
val\COCO_val2014_000000153040.jpg	maps\val\COCO_val2014_000000153040.png
val\COCO_val2014_000000153104.jpg	maps\val\COCO_val2014_000000153104.png
val\COCO_val2014_000000153445.jpg	maps\val\COCO_val2014_000000153445.png
val\COCO_val2014_000000153520.jpg	maps\val\COCO_val2014_000000153520.png
val\COCO_val2014_000000153632.jpg	maps\val\COCO_val2014_000000153632.png
val\COCO_val2014_000000153685.jpg	maps\val\COCO_val2014_000000153685.png
val\COCO_val2014_000000153717.jpg	maps\val\COCO_val2014_000000153717.png
val\COCO_val2014_000000153803.jpg	maps\val\COCO_val2014_000000153803.png
val\COCO_val2014_000000153847.jpg	maps\val\COCO_val2014_000000153847.png
val\COCO_val2014_000000153931.jpg	maps\val\COCO_val2014_000000153931.png
val\COCO_val2014_000000153956.jpg	maps\val\COCO_val2014_000000153956.png
val\COCO_val2014_000000154193.jpg	maps\val\COCO_val2014_000000154193.png
val\COCO_val2014_000000154202.jpg	maps\val\COCO_val2014_000000154202.png
val\COCO_val2014_000000154423.jpg	maps\val\COCO_val2014_000000154423.png
val\COCO_val2014_000000154830.jpg	maps\val\COCO_val2014_000000154830.png
val\COCO_val2014_000000154884.jpg	maps\val\COCO_val2014_000000154884.png
val\COCO_val2014_000000154931.jpg	maps\val\COCO_val2014_000000154931.png
val\COCO_val2014_000000154971.jpg	maps\val\COCO_val2014_000000154971.png
val\COCO_val2014_000000155131.jpg	maps\val\COCO_val2014_000000155131.png
val\COCO_val2014_000000155142.jpg	maps\val\COCO_val2014_000000155142.png
val\COCO_val2014_000000155341.jpg	maps\val\COCO_val2014_000000155341.png
val\COCO_val2014_000000155488.jpg	maps\val\COCO_val2014_000000155488.png
val\COCO_val2014_000000155997.jpg	maps\val\COCO_val2014_000000155997.png
val\COCO_val2014_000000156071.jpg	maps\val\COCO_val2014_000000156071.png
val\COCO_val2014_000000156100.jpg	maps\val\COCO_val2014_000000156100.png
val\COCO_val2014_000000156324.jpg	maps\val\COCO_val2014_000000156324.png
val\COCO_val2014_000000156341.jpg	maps\val\COCO_val2014_000000156341.png
val\COCO_val2014_000000156370.jpg	maps\val\COCO_val2014_000000156370.png
val\COCO_val2014_000000156497.jpg	maps\val\COCO_val2014_000000156497.png
val\COCO_val2014_000000156572.jpg	maps\val\COCO_val2014_000000156572.png
val\COCO_val2014_000000156609.jpg	maps\val\COCO_val2014_000000156609.png
val\COCO_val2014_000000156643.jpg	maps\val\COCO_val2014_000000156643.png
val\COCO_val2014_000000156687.jpg	maps\val\COCO_val2014_000000156687.png
val\COCO_val2014_000000156846.jpg	maps\val\COCO_val2014_000000156846.png
val\COCO_val2014_000000156889.jpg	maps\val\COCO_val2014_000000156889.png
val\COCO_val2014_000000156928.jpg	maps\val\COCO_val2014_000000156928.png
val\COCO_val2014_000000156974.jpg	maps\val\COCO_val2014_000000156974.png
val\COCO_val2014_000000157001.jpg	maps\val\COCO_val2014_000000157001.png
val\COCO_val2014_000000157052.jpg	maps\val\COCO_val2014_000000157052.png
val\COCO_val2014_000000157112.jpg	maps\val\COCO_val2014_000000157112.png
val\COCO_val2014_000000157155.jpg	maps\val\COCO_val2014_000000157155.png
val\COCO_val2014_000000157283.jpg	maps\val\COCO_val2014_000000157283.png
val\COCO_val2014_000000157390.jpg	maps\val\COCO_val2014_000000157390.png
val\COCO_val2014_000000157469.jpg	maps\val\COCO_val2014_000000157469.png
val\COCO_val2014_000000157516.jpg	maps\val\COCO_val2014_000000157516.png
val\COCO_val2014_000000157635.jpg	maps\val\COCO_val2014_000000157635.png
val\COCO_val2014_000000157669.jpg	maps\val\COCO_val2014_000000157669.png
val\COCO_val2014_000000157789.jpg	maps\val\COCO_val2014_000000157789.png
val\COCO_val2014_000000157866.jpg	maps\val\COCO_val2014_000000157866.png
val\COCO_val2014_000000157876.jpg	maps\val\COCO_val2014_000000157876.png
val\COCO_val2014_000000157928.jpg	maps\val\COCO_val2014_000000157928.png
val\COCO_val2014_000000157960.jpg	maps\val\COCO_val2014_000000157960.png
val\COCO_val2014_000000158292.jpg	maps\val\COCO_val2014_000000158292.png
val\COCO_val2014_000000158333.jpg	maps\val\COCO_val2014_000000158333.png
val\COCO_val2014_000000158344.jpg	maps\val\COCO_val2014_000000158344.png
val\COCO_val2014_000000158849.jpg	maps\val\COCO_val2014_000000158849.png
val\COCO_val2014_000000158922.jpg	maps\val\COCO_val2014_000000158922.png
val\COCO_val2014_000000159223.jpg	maps\val\COCO_val2014_000000159223.png
val\COCO_val2014_000000159240.jpg	maps\val\COCO_val2014_000000159240.png
val\COCO_val2014_000000159399.jpg	maps\val\COCO_val2014_000000159399.png
val\COCO_val2014_000000159458.jpg	maps\val\COCO_val2014_000000159458.png
val\COCO_val2014_000000159609.jpg	maps\val\COCO_val2014_000000159609.png
val\COCO_val2014_000000159627.jpg	maps\val\COCO_val2014_000000159627.png
val\COCO_val2014_000000159667.jpg	maps\val\COCO_val2014_000000159667.png
val\COCO_val2014_000000160057.jpg	maps\val\COCO_val2014_000000160057.png
val\COCO_val2014_000000160195.jpg	maps\val\COCO_val2014_000000160195.png
val\COCO_val2014_000000160330.jpg	maps\val\COCO_val2014_000000160330.png
